"","team","h_a","match_id","Date","FTHG","FTAG","FTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","scored","conceded","result","pts","HtrgPerc","AtrgPerc","wins","draws","losses","cum_points","cum_goal","cum_con","shots","shots_target","yellow_cards","red_cards","fouls","corners","opposition"
"686","Burnley","a",343,2020-07-11,1,1,"D","D Coote",23,6,9,2,7,4,12,6,1,2,0,0,1.22,6.5,12,1,1,"d",1,0.391304347826087,0.333333333333333,0,1,0,50,39,47,6,2,2,0,4,6,"Liverpool"
"687","Sheffield United","h",344,2020-07-11,3,0,"H","A Marriner",9,15,4,4,8,6,4,6,1,0,0,0,6,3.8,1.6,3,0,"w",3,0.444444444444444,0.266666666666667,1,0,0,54,38,33,9,4,1,0,8,4,"Chelsea"
"688","Chelsea","a",344,2020-07-11,3,0,"H","A Marriner",9,15,4,4,8,6,4,6,1,0,0,0,6,3.8,1.6,0,3,"l",0,0.444444444444444,0.266666666666667,0,0,1,60,63,49,15,4,0,0,6,6,"Sheffield United"
"689","Brighton","h",345,2020-07-11,0,5,"A","G Scott",3,26,0,8,7,3,2,7,1,0,0,0,10,5.5,1.28,0,5,"l",0,0,0.307692307692308,0,0,1,36,36,52,3,0,1,0,7,2,"Man City"
"690","Man City","a",345,2020-07-11,0,5,"A","G Scott",3,26,0,8,7,3,2,7,1,0,0,0,10,5.5,1.28,5,0,"w",3,0,0.307692307692308,1,0,0,72,91,34,26,8,0,0,3,7,"Brighton"
"691","Wolves","h",346,2020-07-12,3,0,"H","A Taylor",14,6,7,2,9,9,5,2,0,2,0,0,2.05,3.3,3.8,3,0,"w",3,0.5,0.333333333333333,1,0,0,55,48,37,14,7,0,0,9,5,"Everton"
"692","Everton","a",346,2020-07-12,3,0,"H","A Taylor",14,6,7,2,9,9,5,2,0,2,0,0,2.05,3.3,3.8,0,3,"l",0,0.5,0.333333333333333,0,0,1,45,41,52,6,2,2,0,9,2,"Wolves"
"693","Aston Villa","h",347,2020-07-12,2,0,"H","M Atkinson",12,9,9,5,21,21,5,1,2,4,0,1,2.25,3.3,3.3,2,0,"w",3,0.75,0.555555555555556,1,0,0,30,38,65,12,9,2,0,21,5,"Crystal Palace"
"694","Crystal Palace","a",347,2020-07-12,2,0,"H","M Atkinson",12,9,9,5,21,21,5,1,2,4,0,1,2.25,3.3,3.3,0,2,"l",0,0.75,0.555555555555556,0,0,1,42,30,45,9,5,4,1,21,1,"Aston Villa"
"695","Tottenham","h",348,2020-07-12,2,1,"H","M Oliver",15,13,9,4,16,11,6,5,5,3,0,0,2.62,3.4,2.7,2,1,"w",3,0.6,0.307692307692308,1,0,0,52,54,45,15,9,5,0,16,6,"Arsenal"
"696","Arsenal","a",348,2020-07-12,2,1,"H","M Oliver",15,13,9,4,16,11,6,5,5,3,0,0,2.62,3.4,2.7,1,2,"l",0,0.6,0.307692307692308,0,0,1,50,51,44,13,4,3,0,11,5,"Tottenham"
"697","Bournemouth","h",349,2020-07-12,4,1,"H","S Attwell",10,13,4,5,11,12,2,6,2,1,0,1,5.25,3.8,1.66,4,1,"w",3,0.4,0.384615384615385,1,0,0,31,36,60,10,4,2,0,11,2,"Leicester"
"698","Leicester","a",349,2020-07-12,4,1,"H","S Attwell",10,13,4,5,11,12,2,6,2,1,0,1,5.25,3.8,1.66,1,4,"l",0,0.4,0.384615384615385,0,0,1,59,65,36,13,5,1,1,12,6,"Bournemouth"
"699","Man United","h",350,2020-07-13,2,2,"D","C Kavanagh",8,9,4,5,14,15,4,6,1,3,0,0,1.3,5.5,10,2,2,"d",1,0.5,0.555555555555556,0,1,0,59,61,35,8,4,1,0,14,4,"Southampton"
"700","Southampton","a",350,2020-07-13,2,2,"D","C Kavanagh",8,9,4,5,14,15,4,6,1,3,0,0,1.3,5.5,10,2,2,"d",1,0.5,0.555555555555556,0,1,0,45,45,58,9,5,3,0,15,6,"Man United"
"701","Chelsea","h",351,2020-07-14,1,0,"H","J Moss",22,2,6,0,10,9,8,1,2,2,0,0,1.12,9.5,17,1,0,"w",3,0.272727272727273,0,1,0,0,63,64,49,22,6,2,0,10,8,"Norwich"
"702","Norwich","a",351,2020-07-14,1,0,"H","J Moss",22,2,6,0,10,9,8,1,2,2,0,0,1.12,9.5,17,0,1,"l",0,0.272727272727273,0,0,0,1,21,26,68,2,0,2,0,9,1,"Chelsea"
"703","Burnley","h",352,2020-07-15,1,1,"D","M Dean",9,14,1,5,10,8,3,8,0,0,0,0,4.5,3.3,1.9,1,1,"d",1,0.111111111111111,0.357142857142857,0,1,0,51,40,48,9,1,0,0,10,3,"Wolves"
"704","Wolves","a",352,2020-07-15,1,1,"D","M Dean",9,14,1,5,10,8,3,8,0,0,0,0,4.5,3.3,1.9,1,1,"d",1,0.111111111111111,0.357142857142857,0,1,0,56,49,38,14,5,0,0,8,8,"Burnley"
"705","Man City","h",353,2020-07-15,2,1,"H","L Mason",8,15,4,3,10,10,3,5,1,1,0,0,1.14,8.5,17,2,1,"w",3,0.5,0.2,1,0,0,75,93,35,8,4,1,0,10,3,"Bournemouth"
"706","Bournemouth","a",353,2020-07-15,2,1,"H","L Mason",8,15,4,3,10,10,3,5,1,1,0,0,1.14,8.5,17,1,2,"l",0,0.5,0.2,0,0,1,31,37,62,15,3,1,0,10,5,"Man City"
"707","Newcastle","h",354,2020-07-15,1,3,"A","D Coote",22,8,6,5,6,13,5,4,2,3,0,0,4.6,3.8,1.75,1,3,"l",0,0.272727272727273,0.625,0,0,1,43,37,55,22,6,2,0,6,5,"Tottenham"
"708","Tottenham","a",354,2020-07-15,1,3,"A","D Coote",22,8,6,5,6,13,5,4,2,3,0,0,4.6,3.8,1.75,3,1,"w",3,0.272727272727273,0.625,1,0,0,55,57,46,8,5,3,0,13,4,"Newcastle"
"709","Arsenal","h",355,2020-07-15,2,1,"H","P Tierney",3,24,2,8,14,10,2,13,3,1,0,0,3.8,3.8,1.9,2,1,"w",3,0.666666666666667,0.333333333333333,1,0,0,53,53,45,3,2,3,0,14,2,"Liverpool"
"710","Liverpool","a",355,2020-07-15,2,1,"H","P Tierney",3,24,2,8,14,10,2,13,3,1,0,0,3.8,3.8,1.9,1,2,"l",0,0.666666666666667,0.333333333333333,0,0,1,93,77,29,24,8,1,0,10,13,"Arsenal"
"711","Everton","h",356,2020-07-16,1,1,"D","A Taylor",9,15,1,1,15,13,5,5,2,1,0,0,2,3.5,3.75,1,1,"d",1,0.111111111111111,0.0666666666666667,0,1,0,46,42,53,9,1,2,0,15,5,"Aston Villa"
"712","Aston Villa","a",356,2020-07-16,1,1,"D","A Taylor",9,15,1,1,15,13,5,5,2,1,0,0,2,3.5,3.75,1,1,"d",1,0.111111111111111,0.0666666666666667,0,1,0,31,39,66,15,1,1,0,13,5,"Everton"
"713","Leicester","h",357,2020-07-16,2,0,"H","M Oliver",15,5,7,1,12,10,9,5,1,2,0,0,2.05,3.25,3.9,2,0,"w",3,0.466666666666667,0.2,1,0,0,62,67,36,15,7,1,0,12,9,"Sheffield United"
"714","Sheffield United","a",357,2020-07-16,2,0,"H","M Oliver",15,5,7,1,12,10,9,5,1,2,0,0,2.05,3.25,3.9,0,2,"l",0,0.466666666666667,0.2,0,0,1,54,38,35,5,1,2,0,10,5,"Leicester"
"715","Crystal Palace","h",358,2020-07-16,0,2,"A","G Scott",13,17,5,5,10,15,2,7,1,2,0,0,9.5,4.75,1.36,0,2,"l",0,0.384615384615385,0.294117647058824,0,0,1,42,30,47,13,5,1,0,10,2,"Man United"
"716","Man United","a",358,2020-07-16,0,2,"A","G Scott",13,17,5,5,10,15,2,7,1,2,0,0,9.5,4.75,1.36,2,0,"w",3,0.384615384615385,0.294117647058824,1,0,0,62,63,35,17,5,2,0,15,7,"Crystal Palace"
"717","Southampton","h",359,2020-07-16,1,1,"D","A Marriner",21,10,6,2,6,10,8,2,1,0,0,0,2.15,3.3,3.5,1,1,"d",1,0.285714285714286,0.2,0,1,0,46,46,59,21,6,1,0,6,8,"Brighton"
"718","Brighton","a",359,2020-07-16,1,1,"D","A Marriner",21,10,6,2,6,10,8,2,1,0,0,0,2.15,3.3,3.5,1,1,"d",1,0.285714285714286,0.2,0,1,0,37,37,53,10,2,0,0,10,2,"Southampton"
"719","West Ham","h",360,2020-07-17,3,1,"H","M Atkinson",10,14,4,3,11,11,9,3,0,2,0,0,2.4,3,3.3,3,1,"w",3,0.4,0.214285714285714,1,0,0,37,47,60,10,4,0,0,11,9,"Watford"
"720","Watford","a",360,2020-07-17,3,1,"H","M Atkinson",10,14,4,3,11,11,9,3,0,2,0,0,2.4,3,3.3,1,3,"l",0,0.4,0.214285714285714,0,0,1,34,34,57,14,3,2,0,11,3,"West Ham"
"721","Norwich","h",361,2020-07-18,0,2,"A","K Friend",6,23,2,8,9,16,6,8,0,0,2,0,3.2,3.4,2.25,0,2,"l",0,0.333333333333333,0.347826086956522,0,0,1,21,26,70,6,2,0,2,9,6,"Burnley"
"722","Burnley","a",361,2020-07-18,0,2,"A","K Friend",6,23,2,8,9,16,6,8,0,0,2,0,3.2,3.4,2.25,2,0,"w",3,0.333333333333333,0.347826086956522,1,0,0,54,42,48,23,8,0,0,16,8,"Norwich"
"723","Bournemouth","h",362,2020-07-19,0,2,"A","C Pawson",11,16,3,8,12,11,12,6,2,2,0,0,2.4,3.6,2.8,0,2,"l",0,0.272727272727273,0.5,0,0,1,31,37,64,11,3,2,0,12,12,"Southampton"
"724","Southampton","a",362,2020-07-19,0,2,"A","C Pawson",11,16,3,8,12,11,12,6,2,2,0,0,2.4,3.6,2.8,2,0,"w",3,0.272727272727273,0.5,1,0,0,49,48,59,16,8,2,0,11,6,"Bournemouth"
"725","Tottenham","h",363,2020-07-19,3,0,"H","A Taylor",7,24,3,6,15,10,4,13,2,1,0,0,2.25,3.3,3.25,3,0,"w",3,0.428571428571429,0.25,1,0,0,58,60,46,7,3,2,0,15,4,"Leicester"
"726","Leicester","a",363,2020-07-19,3,0,"H","A Taylor",7,24,3,6,15,10,4,13,2,1,0,0,2.25,3.3,3.25,0,3,"l",0,0.428571428571429,0.25,0,0,1,62,67,39,24,6,1,0,10,13,"Tottenham"
"727","Brighton","h",364,2020-07-20,0,0,"D","S Hooper",11,12,3,1,13,12,9,7,4,2,0,0,1.9,3.4,4.33,0,0,"d",1,0.272727272727273,0.0833333333333333,0,1,0,38,37,53,11,3,4,0,13,9,"Newcastle"
"728","Newcastle","a",364,2020-07-20,0,0,"D","S Hooper",11,12,3,1,13,12,9,7,4,2,0,0,1.9,3.4,4.33,0,0,"d",1,0.272727272727273,0.0833333333333333,0,1,0,44,37,55,12,1,2,0,12,7,"Brighton"
"729","Sheffield United","h",365,2020-07-20,0,1,"A","S Attwell",8,5,0,2,11,19,7,1,1,3,0,0,2.2,3.25,3.5,0,1,"l",0,0,0.4,0,0,1,54,38,36,8,0,1,0,11,7,"Everton"
"730","Everton","a",365,2020-07-20,0,1,"A","S Attwell",8,5,0,2,11,19,7,1,1,3,0,0,2.2,3.25,3.5,1,0,"w",3,0,0.4,1,0,0,49,43,53,5,2,3,0,19,1,"Sheffield United"
"731","Wolves","h",366,2020-07-20,2,0,"H","P Bankes",11,7,5,3,11,15,5,2,2,1,0,0,1.5,4,7.5,2,0,"w",3,0.454545454545455,0.428571428571429,1,0,0,59,51,38,11,5,2,0,11,5,"Crystal Palace"
"732","Crystal Palace","a",366,2020-07-20,2,0,"H","P Bankes",11,7,5,3,11,15,5,2,2,1,0,0,1.5,4,7.5,0,2,"l",0,0.454545454545455,0.428571428571429,0,0,1,42,30,49,7,3,1,0,15,2,"Wolves"
"733","Watford","h",367,2020-07-21,0,4,"A","M Oliver",2,26,0,10,14,11,0,8,2,0,0,0,8.5,5.5,1.33,0,4,"l",0,0,0.384615384615385,0,0,1,34,34,61,2,0,2,0,14,0,"Man City"
"734","Man City","a",367,2020-07-21,0,4,"A","M Oliver",2,26,0,10,14,11,0,8,2,0,0,0,8.5,5.5,1.33,4,0,"w",3,0,0.384615384615385,1,0,0,78,97,35,26,10,0,0,11,8,"Watford"
"735","Aston Villa","h",368,2020-07-21,1,0,"H","C Kavanagh",8,7,3,0,13,19,8,9,2,4,0,0,3.3,3.6,2.1,1,0,"w",3,0.375,0,1,0,0,34,40,66,8,3,2,0,13,8,"Arsenal"
"736","Arsenal","a",368,2020-07-21,1,0,"H","C Kavanagh",8,7,3,0,13,19,8,9,2,4,0,0,3.3,3.6,2.1,0,1,"l",0,0.375,0,0,0,1,53,53,46,7,0,4,0,19,9,"Aston Villa"
"737","Man United","h",369,2020-07-22,1,1,"D","P Tierney",11,12,4,3,10,9,2,3,3,1,0,0,1.22,6.5,11,1,1,"d",1,0.363636363636364,0.25,0,1,0,63,64,36,11,4,3,0,10,2,"West Ham"
"738","West Ham","a",369,2020-07-22,1,1,"D","P Tierney",11,12,4,3,10,9,2,3,3,1,0,0,1.22,6.5,11,1,1,"d",1,0.363636363636364,0.25,0,1,0,38,48,61,12,3,1,0,9,3,"Man United"
"739","Liverpool","h",370,2020-07-22,5,3,"H","A Marriner",10,10,7,5,8,11,6,0,1,0,0,0,2,3.75,3.5,5,3,"w",3,0.7,0.5,1,0,0,96,82,32,10,7,1,0,8,6,"Chelsea"
"740","Chelsea","a",370,2020-07-22,5,3,"H","A Marriner",10,10,7,5,8,11,6,0,1,0,0,0,2,3.75,3.5,3,5,"l",0,0.7,0.5,0,0,1,63,67,54,10,5,0,0,11,0,"Liverpool"
"741","Arsenal","h",371,2020-07-26,3,2,"H","M Dean",13,19,5,6,9,12,4,8,3,3,0,0,1.9,3.8,3.8,3,2,"w",3,0.384615384615385,0.315789473684211,1,0,0,56,56,48,13,5,3,0,9,4,"Watford"
"742","Watford","a",371,2020-07-26,3,2,"H","M Dean",13,19,5,6,9,12,4,8,3,3,0,0,1.9,3.8,3.8,2,3,"l",0,0.384615384615385,0.315789473684211,0,0,1,34,36,64,19,6,3,0,12,8,"Arsenal"
"743","Burnley","h",372,2020-07-26,1,2,"A","J Moss",13,14,2,4,11,11,6,7,3,0,0,0,2.37,3.4,3,1,2,"l",0,0.153846153846154,0.285714285714286,0,0,1,54,43,50,13,2,3,0,11,6,"Brighton"
"744","Brighton","a",372,2020-07-26,1,2,"A","J Moss",13,14,2,4,11,11,6,7,3,0,0,0,2.37,3.4,3,2,1,"w",3,0.153846153846154,0.285714285714286,1,0,0,41,39,54,14,4,0,0,11,7,"Burnley"
"745","Chelsea","h",373,2020-07-26,2,0,"H","S Attwell",11,5,3,1,10,16,3,3,2,3,0,0,1.85,3.8,4,2,0,"w",3,0.272727272727273,0.2,1,0,0,66,69,54,11,3,2,0,10,3,"Wolves"
"746","Wolves","a",373,2020-07-26,2,0,"H","S Attwell",11,5,3,1,10,16,3,3,2,3,0,0,1.85,3.8,4,0,2,"l",0,0.272727272727273,0.2,0,0,1,59,51,40,5,1,3,0,16,3,"Chelsea"
"747","Crystal Palace","h",374,2020-07-26,1,1,"D","A Marriner",13,7,2,2,11,13,7,2,3,2,0,0,6,4.2,1.55,1,1,"d",1,0.153846153846154,0.285714285714286,0,1,0,43,31,50,13,2,3,0,11,7,"Tottenham"
"748","Tottenham","a",374,2020-07-26,1,1,"D","A Marriner",13,7,2,2,11,13,7,2,3,2,0,0,6,4.2,1.55,1,1,"d",1,0.153846153846154,0.285714285714286,0,1,0,59,61,47,7,2,2,0,13,2,"Crystal Palace"
"749","Everton","h",375,2020-07-26,1,3,"A","C Kavanagh",13,13,5,7,11,9,2,5,1,0,0,0,2.25,3.7,3,1,3,"l",0,0.384615384615385,0.538461538461538,0,0,1,49,44,56,13,5,1,0,11,2,"Bournemouth"
"750","Bournemouth","a",375,2020-07-26,1,3,"A","C Kavanagh",13,13,5,7,11,9,2,5,1,0,0,0,2.25,3.7,3,3,1,"w",3,0.384615384615385,0.538461538461538,1,0,0,34,40,65,13,7,0,0,9,5,"Everton"
"751","Leicester","h",376,2020-07-26,0,2,"A","M Atkinson",14,7,3,3,12,11,3,3,1,4,1,0,3.25,3.5,2.2,0,2,"l",0,0.214285714285714,0.428571428571429,0,0,1,62,67,41,14,3,1,1,12,3,"Man United"
"752","Man United","a",376,2020-07-26,0,2,"A","M Atkinson",14,7,3,3,12,11,3,3,1,4,1,0,3.25,3.5,2.2,2,0,"w",3,0.214285714285714,0.428571428571429,1,0,0,66,66,36,7,3,4,0,11,3,"Leicester"
"753","Man City","h",377,2020-07-26,5,0,"H","C Pawson",31,5,10,4,7,4,9,0,1,1,0,0,1.08,11,26,5,0,"w",3,0.32258064516129,0.8,1,0,0,81,102,35,31,10,1,0,7,9,"Norwich"
"754","Norwich","a",377,2020-07-26,5,0,"H","C Pawson",31,5,10,4,7,4,9,0,1,1,0,0,1.08,11,26,0,5,"l",0,0.32258064516129,0.8,0,0,1,21,26,75,5,4,1,0,4,0,"Man City"
"755","Newcastle","h",378,2020-07-26,1,3,"A","A Taylor",3,14,2,6,11,5,2,4,1,0,0,0,7.5,5.25,1.36,1,3,"l",0,0.666666666666667,0.428571428571429,0,0,1,44,38,58,3,2,1,0,11,2,"Liverpool"
"756","Liverpool","a",378,2020-07-26,1,3,"A","A Taylor",3,14,2,6,11,5,2,4,1,0,0,0,7.5,5.25,1.36,3,1,"w",3,0.666666666666667,0.428571428571429,1,0,0,99,85,33,14,6,0,0,5,4,"Newcastle"
"757","Southampton","h",379,2020-07-26,3,1,"H","P Bankes",13,5,4,3,9,16,9,1,0,1,0,0,2.15,3.5,3.3,3,1,"w",3,0.307692307692308,0.6,1,0,0,52,51,60,13,4,0,0,9,9,"Sheffield United"
"758","Sheffield United","a",379,2020-07-26,3,1,"H","P Bankes",13,5,4,3,9,16,9,1,0,1,0,0,2.15,3.5,3.3,1,3,"l",0,0.307692307692308,0.6,0,0,1,54,39,39,5,3,1,0,16,1,"Southampton"
"759","West Ham","h",380,2020-07-26,1,1,"D","M Oliver",10,13,1,4,16,13,0,7,2,1,0,0,3,3.6,2.3,1,1,"d",1,0.1,0.307692307692308,0,1,0,39,49,62,10,1,2,0,16,0,"Aston Villa"
"760","Aston Villa","a",380,2020-07-26,1,1,"D","M Oliver",10,13,1,4,16,13,0,7,2,1,0,0,3,3.6,2.3,1,1,"d",1,0.1,0.307692307692308,0,1,0,35,41,67,13,4,1,0,13,7,"West Ham"
